,Frame,Time_Seconds,az_camera1_Rotation_X,az_camera1_Rotation_Y,az_camera1_Rotation_Z,az_camera1_Rotation_W,az_camera1_Position_X,az_camera1_Position_Y,az_camera1_Position_Z
3232,3232,53.866667,-0.062329,-0.233705,0.002763,-0.970304,0.534922,0.956460,-1.244222
3233,3233,53.883333,-0.063360,-0.233844,-0.000753,-0.970207,0.533416,0.956543,-1.244534
3234,3234,53.900000,-0.062366,-0.232413,0.003894,-0.970608,0.532032,0.956427,-1.244841
3235,3235,53.916667,-0.064457,-0.234665,0.006305,-0.969916,0.530577,0.956311,-1.245161
3236,3236,53.933333,-0.063272,-0.234238,0.005638,-0.970102,0.529131,0.956234,-1.245435
3237,3237,53.950000,-0.063256,-0.236209,0.004470,-0.969631,0.527634,0.956217,-1.245740
3238,3238,53.966667,-0.063979,-0.237119,0.004206,-0.969362,0.526186,0.956316,-1.245988
3239,3239,53.983333,-0.063815,-0.235840,0.004983,-0.969682,0.524793,0.956320,-1.246294
3240,3240,54.000000,-0.064026,-0.236866,0.005998,-0.969412,0.523459,0.956154,-1.246439
3241,3241,54.016667,-0.063649,-0.237605,0.005813,-0.969257,0.521905,0.956288,-1.246831
3242,3242,54.033333,-0.063034,-0.238274,0.005972,-0.969132,0.520554,0.956246,-1.247049
3243,3243,54.050000,-0.062538,-0.237322,0.005241,-0.969402,0.519220,0.956182,-1.247089
3244,3244,54.066667,-0.063214,-0.238065,-0.001978,-0.969188,0.517652,0.956487,-1.247519
3245,3245,54.083333,-0.062046,-0.237497,0.003486,-0.969398,0.516248,0.956217,-1.247613
3246,3246,54.100000,-0.063395,-0.239140,0.001171,-0.968913,0.514862,0.956411,-1.247839
3247,3247,54.116667,-0.063534,-0.238076,0.002847,-0.969162,0.513466,0.956190,-1.247947
3248,3248,54.133333,-0.065871,-0.239399,0.000198,-0.968684,0.511894,0.956297,-1.248263
3249,3249,54.150000,-0.064201,-0.239057,0.005310,-0.968866,0.510409,0.956119,-1.248398
3250,3250,54.166667,-0.064246,-0.238750,0.005933,-0.968935,0.509154,0.956099,-1.248551
3251,3251,54.183333,-0.065943,-0.240520,0.000310,-0.968402,0.507625,0.956328,-1.248937
3252,3252,54.200000,-0.063044,-0.239955,0.004277,-0.968725,0.506222,0.956056,-1.249115
3253,3253,54.216667,-0.063131,-0.239684,0.003911,-0.968788,0.504911,0.956035,-1.249288
3254,3254,54.233333,-0.064975,-0.241565,0.002245,-0.968204,0.503518,0.956206,-1.249621
3255,3255,54.250000,-0.065530,-0.241212,0.000501,-0.968257,0.501979,0.956318,-1.249980
3256,3256,54.266667,-0.063966,-0.240808,0.003986,-0.968454,0.500680,0.955970,-1.250163
3257,3257,54.283333,-0.064500,-0.240769,0.004974,-0.968424,0.499271,0.956009,-1.250364
3258,3258,54.300000,-0.065071,-0.241185,0.005286,-0.968281,0.497931,0.955971,-1.250619
3259,3259,54.316667,-0.064177,-0.242719,0.000145,-0.967971,0.496308,0.956280,-1.251054
3260,3260,54.333333,-0.063536,-0.242308,0.004359,-0.968107,0.495060,0.956016,-1.251133
3261,3261,54.350000,-0.064650,-0.243527,0.002092,-0.967735,0.493592,0.956203,-1.251401
3262,3262,54.366667,-0.064408,-0.242636,0.002362,-0.967974,0.492236,0.956167,-1.251786
3263,3263,54.383333,-0.063264,-0.242972,-0.001215,-0.967967,0.490873,0.956308,-1.251918
3264,3264,54.400000,-0.064049,-0.243801,-0.002189,-0.967706,0.489531,0.956315,-1.252096
3265,3265,54.416667,-0.062675,-0.242163,0.005385,-0.968194,0.488314,0.956027,-1.252196
3266,3266,54.433333,-0.064982,-0.242986,0.006599,-0.967828,0.487014,0.955915,-1.252401
3267,3267,54.450000,-0.065154,-0.243564,-0.000839,-0.967694,0.485582,0.956256,-1.252816
3268,3268,54.466667,-0.065635,-0.244120,-0.000515,-0.967521,0.484346,0.956229,-1.253010
3269,3269,54.483333,-0.064815,-0.245003,0.002474,-0.967350,0.483086,0.956073,-1.253226
3270,3270,54.500000,-0.064670,-0.245186,0.002148,-0.967314,0.481954,0.956196,-1.253453
3271,3271,54.516667,-0.063966,-0.243843,0.005950,-0.967685,0.480789,0.955926,-1.253593
3272,3272,54.533333,-0.064944,-0.245665,-0.001163,-0.967176,0.479384,0.956340,-1.254015
3273,3273,54.550000,-0.064503,-0.245403,0.004947,-0.967260,0.478480,0.955932,-1.254050
3274,3274,54.566667,-0.063853,-0.244705,0.005579,-0.967477,0.477451,0.955949,-1.254310
3275,3275,54.583333,-0.063607,-0.245275,0.005437,-0.967349,0.476309,0.956024,-1.254509
3276,3276,54.600000,-0.064275,-0.245754,-0.000514,-0.967199,0.475020,0.956330,-1.254845
3277,3277,54.616667,-0.064558,-0.245608,0.000029,-0.967217,0.473896,0.956241,-1.255024
3278,3278,54.633333,-0.064456,-0.245856,0.001545,-0.967160,0.472942,0.956127,-1.255056
3279,3279,54.650000,-0.064325,-0.246222,0.003584,-0.967070,0.471929,0.956105,-1.255376
3280,3280,54.666667,-0.064366,-0.245664,0.004754,-0.967204,0.470744,0.956128,-1.255573
3281,3281,54.683333,-0.064735,-0.246095,0.002764,-0.967078,0.469723,0.956117,-1.255725
3282,3282,54.700000,-0.064895,-0.246201,0.002420,-0.967041,0.468681,0.956101,-1.255998
3283,3283,54.716667,-0.065320,-0.246288,0.000078,-0.966993,0.467485,0.956213,-1.256302
3284,3284,54.733333,-0.064712,-0.247195,0.004868,-0.966790,0.466666,0.956021,-1.256424
3285,3285,54.750000,-0.063373,-0.246391,0.004231,-0.967087,0.465742,0.956094,-1.256677
3286,3286,54.766667,-0.063483,-0.247153,0.000257,-0.966895,0.464569,0.956302,-1.257012
3287,3287,54.783333,-0.063259,-0.246246,0.000128,-0.967141,0.463593,0.956273,-1.257133
3288,3288,54.800000,-0.063737,-0.247592,-0.000195,-0.966766,0.462872,0.956237,-1.257205
3289,3289,54.816667,-0.064158,-0.247460,0.000501,-0.966771,0.461961,0.956315,-1.257406
3290,3290,54.833333,-0.063464,-0.248395,0.002815,-0.966574,0.461164,0.956147,-1.257552
3291,3291,54.850000,-0.062931,-0.248023,0.003726,-0.966701,0.460241,0.956174,-1.257751
3292,3292,54.866667,-0.063777,-0.248709,0.002829,-0.966472,0.459468,0.956132,-1.257834
3293,3293,54.883333,-0.062796,-0.247327,0.002705,-0.966891,0.458562,0.956172,-1.257847
3294,3294,54.900000,-0.065485,-0.248355,0.000372,-0.966453,0.457704,0.956198,-1.258021
3295,3295,54.916667,-0.064842,-0.248165,0.003289,-0.966540,0.456990,0.956090,-1.258105
3296,3296,54.933333,-0.064949,-0.248071,0.004034,-0.966554,0.456168,0.956142,-1.258279
3297,3297,54.950000,-0.064749,-0.248551,0.005348,-0.966437,0.455351,0.956051,-1.258397
3298,3298,54.966667,-0.064133,-0.248808,0.004076,-0.966419,0.454670,0.956056,-1.258562
3299,3299,54.983333,-0.064572,-0.250099,0.000941,-0.966064,0.454058,0.956149,-1.258753
3300,3300,55.000000,-0.064219,-0.248639,0.000499,-0.966465,0.452956,0.956221,-1.259026
3301,3301,55.016667,-0.063834,-0.249297,0.003213,-0.966316,0.452388,0.956026,-1.259098
3302,3302,55.033333,-0.063849,-0.249110,0.002241,-0.966366,0.451993,0.956075,-1.259216
3303,3303,55.050000,-0.064579,-0.249863,0.000114,-0.966125,0.451215,0.956277,-1.259389
3304,3304,55.066667,-0.063758,-0.250175,0.003008,-0.966094,0.450697,0.956087,-1.259469
3305,3305,55.083333,-0.063768,-0.250499,0.003264,-0.966009,0.450105,0.956098,-1.259588
3306,3306,55.100000,-0.063629,-0.250176,0.003446,-0.966101,0.449364,0.956119,-1.259706
3307,3307,55.116667,-0.064003,-0.250334,0.004123,-0.966033,0.448830,0.956052,-1.259819
3308,3308,55.133333,-0.064830,-0.251334,0.000369,-0.965727,0.448119,0.956160,-1.259841
3309,3309,55.150000,-0.064838,-0.250836,0.000853,-0.965855,0.447548,0.956148,-1.259913
3310,3310,55.166667,-0.064488,-0.250899,0.003280,-0.965857,0.447087,0.956029,-1.259970
3311,3311,55.183333,-0.063680,-0.252438,0.005093,-0.965502,0.446309,0.955883,-1.259943
3312,3312,55.200000,-0.064571,-0.251242,0.002983,-0.965764,0.445892,0.956021,-1.260000
3313,3313,55.216667,-0.064716,-0.250835,0.003862,-0.965857,0.445293,0.956039,-1.260104
3314,3314,55.233333,-0.063654,-0.251313,0.005030,-0.965798,0.444612,0.956023,-1.260167
3315,3315,55.250000,-0.062868,-0.250886,0.004573,-0.965962,0.444058,0.956041,-1.260237
3316,3316,55.266667,-0.063719,-0.252425,0.001247,-0.965516,0.443469,0.956183,-1.260302
3317,3317,55.283333,-0.063376,-0.251296,0.003208,-0.965828,0.442693,0.956118,-1.260525
3318,3318,55.300000,-0.063684,-0.251476,0.003776,-0.965759,0.442059,0.956028,-1.260583
3319,3319,55.316667,-0.064332,-0.252539,0.001263,-0.965445,0.441485,0.956116,-1.260662
3320,3320,55.333333,-0.064051,-0.251702,0.003296,-0.965677,0.440839,0.956033,-1.260859
3321,3321,55.350000,-0.063874,-0.252104,0.004485,-0.965579,0.440289,0.956092,-1.260905
3322,3322,55.366667,-0.064648,-0.253141,0.003976,-0.965259,0.439742,0.956063,-1.260858
3323,3323,55.383333,-0.064589,-0.252207,0.003596,-0.965509,0.439053,0.956022,-1.260976
3324,3324,55.400000,-0.064395,-0.251894,0.003987,-0.965602,0.438500,0.956079,-1.261055
3325,3325,55.416667,-0.065195,-0.252476,0.003635,-0.965398,0.437788,0.956003,-1.261134
3326,3326,55.433333,-0.065114,-0.251881,0.002955,-0.965561,0.437155,0.955962,-1.261215
3327,3327,55.450000,-0.064969,-0.253042,0.003217,-0.965266,0.436389,0.956020,-1.261294
3328,3328,55.466667,-0.065193,-0.252289,0.002814,-0.965449,0.435762,0.955991,-1.261393
3329,3329,55.483333,-0.065389,-0.253049,0.000646,-0.965241,0.435101,0.956134,-1.261391
3330,3330,55.500000,-0.065517,-0.252390,0.000953,-0.965405,0.434309,0.956128,-1.261531
3331,3331,55.516667,-0.064336,-0.252386,0.003784,-0.965478,0.433668,0.955933,-1.261585
3332,3332,55.533333,-0.063072,-0.253142,0.003626,-0.965364,0.432968,0.955920,-1.261680
3333,3333,55.550000,-0.064650,-0.252969,0.000466,-0.965312,0.432115,0.956143,-1.261884
3334,3334,55.566667,-0.064887,-0.251633,0.003386,-0.965639,0.431370,0.955971,-1.261952
3335,3335,55.583333,-0.064569,-0.252520,0.000473,-0.965435,0.430571,0.956128,-1.262042
3336,3336,55.600000,-0.063453,-0.252163,0.000201,-0.965602,0.430012,0.956100,-1.262086
3337,3337,55.616667,-0.064057,-0.253449,0.001499,-0.965225,0.429218,0.956073,-1.262163
3338,3338,55.633333,-0.063562,-0.253158,0.003687,-0.965328,0.428577,0.955967,-1.262287
3339,3339,55.650000,-0.063900,-0.253659,0.003490,-0.965175,0.427840,0.955966,-1.262405
3340,3340,55.666667,-0.064626,-0.253952,0.003323,-0.965050,0.427155,0.955932,-1.262499
3341,3341,55.683333,-0.064426,-0.254871,0.002957,-0.964822,0.426391,0.955973,-1.262588
3342,3342,55.700000,-0.064374,-0.253975,0.003313,-0.965060,0.425667,0.955991,-1.262678
3343,3343,55.716667,-0.065075,-0.254440,0.000944,-0.964896,0.424853,0.956093,-1.262780
3344,3344,55.733333,-0.064543,-0.254056,0.003023,-0.965029,0.424164,0.955966,-1.262904
3345,3345,55.750000,-0.064456,-0.253606,0.004687,-0.965146,0.423332,0.955855,-1.263052
3346,3346,55.766667,-0.064781,-0.254754,0.003977,-0.964825,0.422610,0.955842,-1.263161
3347,3347,55.783333,-0.064354,-0.255124,0.001365,-0.964763,0.421843,0.956114,-1.263394
3348,3348,55.800000,-0.063951,-0.254879,0.000946,-0.964856,0.420818,0.956137,-1.263612
3349,3349,55.816667,-0.064006,-0.254497,0.001307,-0.964952,0.420045,0.956121,-1.263661
3350,3350,55.833333,-0.063778,-0.256075,0.001703,-0.964549,0.419085,0.956030,-1.263836
3351,3351,55.850000,-0.063114,-0.255264,0.003371,-0.964803,0.418605,0.955966,-1.263807
3352,3352,55.866667,-0.064050,-0.255388,0.003594,-0.964708,0.417749,0.955995,-1.263967
3353,3353,55.883333,-0.064433,-0.255897,0.003377,-0.964549,0.417114,0.955957,-1.264012
3354,3354,55.900000,-0.064157,-0.255033,0.000267,-0.964801,0.416131,0.956047,-1.264270
3355,3355,55.916667,-0.063930,-0.256072,0.002770,-0.964538,0.415598,0.955957,-1.264251
3356,3356,55.933333,-0.064242,-0.255088,0.002828,-0.964777,0.414879,0.955944,-1.264284
3357,3357,55.950000,-0.063573,-0.255025,0.001854,-0.964841,0.414164,0.955935,-1.264376
3358,3358,55.966667,-0.063039,-0.255083,0.002718,-0.964858,0.413572,0.955883,-1.264530
3359,3359,55.983333,-0.063092,-0.255111,0.003713,-0.964844,0.412764,0.955771,-1.264601
3360,3360,56.000000,-0.063842,-0.255045,0.003765,-0.964812,0.412136,0.955783,-1.264733
3361,3361,56.016667,-0.062154,-0.254327,0.002356,-0.965116,0.411526,0.955781,-1.264904
3362,3362,56.033333,-0.061686,-0.256026,0.002702,-0.964696,0.410770,0.955983,-1.264979
3363,3363,56.050000,-0.062230,-0.256559,0.003295,-0.964518,0.410204,0.955941,-1.264985
3364,3364,56.066667,-0.062554,-0.257109,0.002109,-0.964354,0.409064,0.955935,-1.265209
3365,3365,56.083333,-0.061064,-0.256313,0.002600,-0.964660,0.408485,0.955897,-1.265298
3366,3366,56.100000,-0.061852,-0.257355,0.002540,-0.964332,0.407814,0.955883,-1.265400
3367,3367,56.116667,-0.063440,-0.257326,0.001873,-0.964238,0.407080,0.956005,-1.265469
3368,3368,56.133333,-0.063139,-0.257248,0.003529,-0.964274,0.406531,0.955889,-1.265565
3369,3369,56.150000,-0.062657,-0.257532,0.002631,-0.964233,0.405776,0.955909,-1.265671
3370,3370,56.166667,-0.062500,-0.257322,0.002584,-0.964299,0.405170,0.955884,-1.265718
3371,3371,56.183333,-0.063328,-0.258080,0.000968,-0.964045,0.404544,0.955871,-1.265813
3372,3372,56.200000,-0.063458,-0.256578,0.001823,-0.964437,0.403737,0.955877,-1.265970
3373,3373,56.216667,-0.063582,-0.256548,0.002055,-0.964436,0.403243,0.955857,-1.266047
3374,3374,56.233333,-0.065106,-0.258466,-0.000683,-0.963824,0.402554,0.955982,-1.266305
3375,3375,56.250000,-0.063876,-0.257793,0.002921,-0.964082,0.401916,0.955746,-1.266351
3376,3376,56.266667,-0.063986,-0.257285,0.002871,-0.964211,0.401279,0.955754,-1.266455
3377,3377,56.283333,-0.062245,-0.257135,0.001493,-0.964368,0.400762,0.955655,-1.266538
3378,3378,56.300000,-0.063637,-0.258400,0.001578,-0.963938,0.400120,0.955825,-1.266558
3379,3379,56.316667,-0.061792,-0.258330,-0.000191,-0.964079,0.399481,0.956003,-1.266642
3380,3380,56.333333,-0.063167,-0.259162,-0.000056,-0.963766,0.398781,0.955988,-1.266676
3381,3381,56.350000,-0.062262,-0.259178,0.003796,-0.963813,0.398086,0.955822,-1.266789
3382,3382,56.366667,-0.061365,-0.258451,0.000994,-0.964073,0.397484,0.955905,-1.266956
3383,3383,56.383333,-0.061992,-0.259348,0.002904,-0.963788,0.396900,0.955812,-1.266988
3384,3384,56.400000,-0.063084,-0.259421,0.002033,-0.963700,0.396326,0.955902,-1.266964
3385,3385,56.416667,-0.062217,-0.258745,0.002763,-0.963936,0.395845,0.955789,-1.267158
3386,3386,56.433333,-0.061567,-0.258963,0.002440,-0.963920,0.395386,0.955819,-1.267220
3387,3387,56.450000,-0.061378,-0.258638,0.002334,-0.964020,0.394846,0.955859,-1.267204
3388,3388,56.466667,-0.061487,-0.259257,0.002106,-0.963847,0.394529,0.955836,-1.267228
3389,3389,56.483333,-0.060592,-0.259510,0.001339,-0.963837,0.394089,0.955845,-1.267346
3390,3390,56.500000,-0.061679,-0.259607,0.001561,-0.963741,0.393708,0.955864,-1.267372
3391,3391,56.516667,-0.062918,-0.259371,0.002232,-0.963723,0.393136,0.955821,-1.267481
3392,3392,56.533333,-0.062445,-0.258790,0.002757,-0.963909,0.392801,0.955839,-1.267596
3393,3393,56.550000,-0.060853,-0.259312,0.004031,-0.963866,0.392463,0.955672,-1.267693
3394,3394,56.566667,-0.062613,-0.259454,0.003705,-0.963716,0.392374,0.955704,-1.267742
3395,3395,56.583333,-0.062531,-0.260723,0.002985,-0.963382,0.392159,0.955765,-1.267802
3396,3396,56.600000,-0.062647,-0.259090,0.003781,-0.963812,0.391786,0.955704,-1.268030
3397,3397,56.616667,-0.062913,-0.260225,0.004028,-0.963488,0.391685,0.955736,-1.267871
3398,3398,56.633333,-0.062669,-0.260092,0.003322,-0.963542,0.391539,0.955739,-1.267713
3399,3399,56.650000,-0.062515,-0.259778,0.002857,-0.963638,0.391363,0.955729,-1.267716
3400,3400,56.666667,-0.062473,-0.259143,0.003043,-0.963812,0.391260,0.955731,-1.267667
3401,3401,56.683333,-0.063400,-0.259562,0.003551,-0.963637,0.391290,0.955729,-1.267544
3402,3402,56.700000,-0.063128,-0.260101,0.003281,-0.963510,0.391327,0.955721,-1.267527
3403,3403,56.716667,-0.063233,-0.259898,0.003433,-0.963557,0.391278,0.955712,-1.267624
3404,3404,56.733333,-0.062810,-0.260034,0.003468,-0.963548,0.391529,0.955689,-1.267505
3405,3405,56.750000,-0.062636,-0.261112,0.003030,-0.963270,0.391878,0.955718,-1.267458
3406,3406,56.766667,-0.060894,-0.260188,0.003095,-0.963631,0.392035,0.955637,-1.267532
3407,3407,56.783333,-0.061244,-0.259453,0.003887,-0.963804,0.392142,0.955599,-1.267531
3408,3408,56.800000,-0.062259,-0.260488,0.004145,-0.963459,0.392394,0.955605,-1.267419
3409,3409,56.816667,-0.063007,-0.258743,0.002889,-0.963885,0.392891,0.955700,-1.267352
3410,3410,56.833333,-0.063891,-0.259078,0.002876,-0.963737,0.393115,0.955705,-1.267334
3411,3411,56.850000,-0.062525,-0.261065,-0.000354,-0.963294,0.393759,0.955895,-1.267086
3412,3412,56.866667,-0.062226,-0.260338,0.000121,-0.963510,0.394238,0.955870,-1.266968
3413,3413,56.883333,-0.061748,-0.259883,0.003066,-0.963659,0.394700,0.955768,-1.266826
3414,3414,56.900000,-0.061866,-0.259214,0.002356,-0.963834,0.395015,0.955734,-1.266835
3415,3415,56.916667,-0.061915,-0.258270,0.000451,-0.964086,0.395751,0.955686,-1.266768
3416,3416,56.933333,-0.062982,-0.258926,0.003360,-0.963836,0.396311,0.955670,-1.266607
3417,3417,56.950000,-0.063164,-0.259140,0.001211,-0.963771,0.396714,0.955799,-1.266672
3418,3418,56.966667,-0.062572,-0.257935,0.001038,-0.964134,0.397486,0.955693,-1.266481
3419,3419,56.983333,-0.062589,-0.258468,0.003437,-0.963984,0.398137,0.955633,-1.266318
3420,3420,57.000000,-0.062447,-0.259520,0.002017,-0.963714,0.398962,0.955586,-1.266245
3421,3421,57.016667,-0.063807,-0.257311,0.003227,-0.964214,0.399600,0.955600,-1.266205
3422,3422,57.033333,-0.063119,-0.258068,0.002745,-0.964059,0.400292,0.955690,-1.266108
3423,3423,57.050000,-0.063660,-0.257871,0.004309,-0.964070,0.401125,0.955613,-1.265978
3424,3424,57.066667,-0.063258,-0.257207,0.004330,-0.964274,0.401709,0.955603,-1.265903
3425,3425,57.083333,-0.063562,-0.258364,0.003998,-0.963946,0.402418,0.955586,-1.265795
3426,3426,57.100000,-0.063780,-0.257298,0.003266,-0.964220,0.403229,0.955654,-1.265693
3427,3427,57.116667,-0.063891,-0.257110,0.003907,-0.964260,0.403705,0.955723,-1.265726
3428,3428,57.133333,-0.062398,-0.256590,0.002808,-0.964500,0.404598,0.955690,-1.265533
3429,3429,57.150000,-0.063129,-0.257211,0.003316,-0.964285,0.405022,0.955713,-1.265545
3430,3430,57.166667,-0.063380,-0.257057,0.000983,-0.964315,0.405473,0.955852,-1.265399
3431,3431,57.183333,-0.062697,-0.256833,0.003773,-0.964413,0.406452,0.955699,-1.265186
3432,3432,57.200000,-0.062404,-0.256451,0.001527,-0.964539,0.406939,0.955741,-1.265086
3433,3433,57.216667,-0.061930,-0.257273,0.001562,-0.964351,0.407342,0.955769,-1.265102
3434,3434,57.233333,-0.061886,-0.256161,0.003583,-0.964645,0.408208,0.955671,-1.264890
3435,3435,57.250000,-0.062031,-0.256760,0.004365,-0.964473,0.408638,0.955603,-1.264796
3436,3436,57.266667,-0.062597,-0.257447,0.002118,-0.964260,0.409285,0.955682,-1.264740
3437,3437,57.283333,-0.063151,-0.256350,0.003603,-0.964512,0.410077,0.955685,-1.264549
3438,3438,57.300000,-0.063332,-0.255320,0.003440,-0.964774,0.410627,0.955609,-1.264453
3439,3439,57.316667,-0.064368,-0.256103,0.000714,-0.964504,0.411153,0.955761,-1.264429
3440,3440,57.333333,-0.063456,-0.254438,0.003097,-0.965000,0.411900,0.955542,-1.264302
3441,3441,57.350000,-0.064428,-0.255111,0.003882,-0.964755,0.412340,0.955610,-1.264190
3442,3442,57.366667,-0.064551,-0.255966,0.004967,-0.964516,0.413092,0.955616,-1.263971
3443,3443,57.383333,-0.064605,-0.255491,0.003250,-0.964645,0.413684,0.955742,-1.263997
3444,3444,57.400000,-0.064026,-0.255278,0.003075,-0.964741,0.414181,0.955721,-1.263957
3445,3445,57.416667,-0.063710,-0.255008,0.003654,-0.964831,0.414961,0.955729,-1.263803
3446,3446,57.433333,-0.064703,-0.255541,0.001090,-0.964630,0.415486,0.955750,-1.263748
3447,3447,57.450000,-0.063945,-0.254560,0.001177,-0.964940,0.416089,0.955752,-1.263811
3448,3448,57.466667,-0.064682,-0.255733,0.002064,-0.964579,0.416961,0.955850,-1.263560
3449,3449,57.483333,-0.063776,-0.255267,0.003456,-0.964759,0.417631,0.955642,-1.263451
3450,3450,57.500000,-0.063747,-0.255012,0.002407,-0.964831,0.418199,0.955723,-1.263421
3451,3451,57.516667,-0.063751,-0.254804,0.003729,-0.964882,0.418978,0.955621,-1.263244
3452,3452,57.533333,-0.063624,-0.254143,0.004770,-0.965060,0.419623,0.955594,-1.263114
3453,3453,57.550000,-0.063229,-0.254867,0.004239,-0.964897,0.420406,0.955628,-1.262992
3454,3454,57.566667,-0.063412,-0.256918,-0.000337,-0.964351,0.421060,0.955825,-1.262889
3455,3455,57.583333,-0.063884,-0.253936,0.003293,-0.965103,0.422050,0.955592,-1.262656
3456,3456,57.600000,-0.064776,-0.254139,0.004178,-0.964987,0.422797,0.955498,-1.262436
3457,3457,57.616667,-0.064359,-0.253541,0.004448,-0.965171,0.423613,0.955532,-1.262331
3458,3458,57.633333,-0.063030,-0.256073,0.004900,-0.964588,0.424355,0.955497,-1.262260
3459,3459,57.650000,-0.064411,-0.253443,0.002977,-0.965199,0.425508,0.955660,-1.261946
3460,3460,57.666667,-0.065767,-0.253555,0.001427,-0.965082,0.426269,0.955729,-1.261864
3461,3461,57.683333,-0.065333,-0.256547,0.001764,-0.964319,0.427388,0.955757,-1.261810
3462,3462,57.700000,-0.063882,-0.253860,0.003819,-0.965122,0.428525,0.955564,-1.261577
3463,3463,57.716667,-0.064494,-0.254433,0.004030,-0.964929,0.429425,0.955515,-1.261455
3464,3464,57.733333,-0.064976,-0.254127,0.003406,-0.964980,0.430279,0.955593,-1.261411
3465,3465,57.750000,-0.065716,-0.252234,0.003862,-0.965425,0.431683,0.955559,-1.261225
3466,3466,57.766667,-0.066544,-0.252673,0.003739,-0.965253,0.432804,0.955410,-1.260927
3467,3467,57.783333,-0.065791,-0.252570,0.005017,-0.965326,0.434033,0.955512,-1.260723
3468,3468,57.800000,-0.065143,-0.251403,0.003897,-0.965680,0.435286,0.955605,-1.260391
3469,3469,57.816667,-0.062072,-0.253276,0.005073,-0.965387,0.436439,0.955630,-1.260185
3470,3470,57.833333,-0.063776,-0.255707,0.001672,-0.964647,0.437827,0.955784,-1.260141
3471,3471,57.850000,-0.063680,-0.253349,0.002766,-0.965273,0.439002,0.955638,-1.259959
3472,3472,57.866667,-0.063603,-0.252354,0.003829,-0.965535,0.440178,0.955601,-1.259733
3473,3473,57.883333,-0.063460,-0.250744,0.004141,-0.965962,0.441716,0.955680,-1.259567
3474,3474,57.900000,-0.065861,-0.251950,0.004279,-0.965487,0.442888,0.955546,-1.259306
3475,3475,57.916667,-0.064684,-0.250547,0.004546,-0.965931,0.444059,0.955563,-1.259059
3476,3476,57.933333,-0.064745,-0.250564,0.004933,-0.965920,0.445421,0.955539,-1.258725
3477,3477,57.950000,-0.065819,-0.251361,0.002408,-0.965650,0.446677,0.955690,-1.258487
3478,3478,57.966667,-0.064971,-0.251432,0.001391,-0.965691,0.447549,0.955755,-1.258474
3479,3479,57.983333,-0.064609,-0.250148,0.005174,-0.966036,0.449008,0.955708,-1.258083
3480,3480,58.000000,-0.063602,-0.250187,0.004560,-0.966095,0.450402,0.955600,-1.257733
3481,3481,58.016667,-0.063816,-0.249516,0.003350,-0.966260,0.451287,0.955728,-1.257722
3482,3482,58.033333,-0.064400,-0.249430,0.001459,-0.966248,0.452584,0.955818,-1.257528
3483,3483,58.050000,-0.064156,-0.249014,0.003866,-0.966365,0.453976,0.955642,-1.257288
3484,3484,58.066667,-0.064563,-0.247787,0.004451,-0.966651,0.454970,0.955642,-1.257184
3485,3485,58.083333,-0.064116,-0.247913,0.004046,-0.966650,0.455983,0.955696,-1.257100
3486,3486,58.100000,-0.064529,-0.248103,0.002440,-0.966579,0.457252,0.955745,-1.256999
3487,3487,58.116667,-0.064969,-0.247578,0.003428,-0.966681,0.458411,0.955702,-1.256890
3488,3488,58.133333,-0.065081,-0.247962,0.002110,-0.966579,0.459480,0.955819,-1.256757
3489,3489,58.150000,-0.061931,-0.246804,0.000537,-0.967084,0.460551,0.955815,-1.256538
3490,3490,58.166667,-0.064621,-0.247349,0.003434,-0.966763,0.461703,0.955654,-1.256326
3491,3491,58.183333,-0.064322,-0.247865,0.000326,-0.966657,0.463013,0.955816,-1.256068
3492,3492,58.200000,-0.064310,-0.246218,0.000850,-0.967078,0.463986,0.955792,-1.255837
3493,3493,58.216667,-0.065482,-0.246523,0.004430,-0.966912,0.465201,0.955683,-1.255683
3494,3494,58.233333,-0.064651,-0.246714,0.004796,-0.966917,0.466399,0.955727,-1.255461
3495,3495,58.250000,-0.065060,-0.246851,0.003164,-0.966862,0.467528,0.955808,-1.255316
3496,3496,58.266667,-0.065191,-0.246028,0.001589,-0.967067,0.468661,0.955852,-1.255048
3497,3497,58.283333,-0.065793,-0.245656,0.001790,-0.967120,0.469882,0.955839,-1.254754
3498,3498,58.300000,-0.063926,-0.245841,0.002207,-0.967197,0.471179,0.955771,-1.254461
3499,3499,58.316667,-0.063136,-0.245327,0.004795,-0.967370,0.472233,0.955694,-1.254366
3500,3500,58.333333,-0.064247,-0.245696,0.001446,-0.967215,0.473426,0.955863,-1.254220
3501,3501,58.350000,-0.064747,-0.245811,0.005905,-0.967135,0.474637,0.955529,-1.253861
3502,3502,58.366667,-0.065293,-0.244616,0.006239,-0.967399,0.475798,0.955662,-1.253702
3503,3503,58.383333,-0.064414,-0.245065,0.005011,-0.967352,0.476973,0.955719,-1.253526
3504,3504,58.400000,-0.064683,-0.245566,0.004328,-0.967210,0.478313,0.955659,-1.253219
3505,3505,58.416667,-0.065868,-0.245009,0.001962,-0.967279,0.479377,0.955849,-1.253103
3506,3506,58.433333,-0.066861,-0.244490,0.002060,-0.967342,0.480646,0.955847,-1.252898
3507,3507,58.450000,-0.063943,-0.244593,0.004601,-0.967504,0.482091,0.955704,-1.252507
3508,3508,58.466667,-0.064285,-0.244095,0.004943,-0.967606,0.483318,0.955632,-1.252316
