Frame,Time_Seconds,camera_Rotation_X,camera_Rotation_Y,camera_Rotation_Z,camera_Rotation_W,camera_Position_X,camera_Position_Y,camera_Position_Z
312,5.200000,0.035138,-0.906612,-0.087949,-0.411199,0.331076,1.279063,-0.070023
313,5.216667,0.033201,-0.911472,-0.088333,-0.400392,0.326072,1.278867,-0.076909
314,5.233333,0.034718,-0.916474,-0.088402,-0.388659,0.320911,1.278569,-0.084091
315,5.250000,0.034505,-0.921058,-0.089997,-0.377308,0.315548,1.278083,-0.091126
316,5.266667,0.034090,-0.926279,-0.089157,-0.364550,0.309901,1.277775,-0.098234
317,5.283333,0.032205,-0.930784,-0.089709,-0.352926,0.304323,1.277557,-0.105145
318,5.300000,0.031327,-0.934985,-0.090746,-0.341449,0.298241,1.277175,-0.112264
319,5.316667,0.026552,-0.940523,-0.088419,-0.326946,0.292533,1.277291,-0.119065
320,5.333333,0.024210,-0.943982,-0.088483,-0.316989,0.286235,1.277175,-0.126042
321,5.350000,0.023912,-0.948283,-0.087076,-0.304311,0.279915,1.277294,-0.132766
322,5.366667,0.022106,-0.951542,-0.087617,-0.293944,0.273392,1.277351,-0.139371
323,5.383333,0.020724,-0.954725,-0.089658,-0.282901,0.266681,1.277550,-0.146020
324,5.400000,0.021836,-0.958125,-0.089896,-0.270995,0.259674,1.278015,-0.152738
325,5.416667,0.018298,-0.961758,-0.094744,-0.256342,0.252853,1.278006,-0.159049
326,5.433333,0.017889,-0.965059,-0.096278,-0.243048,0.245848,1.278214,-0.165780
327,5.450000,0.017141,-0.968086,-0.095996,-0.230871,0.238773,1.278412,-0.172331
328,5.466667,0.015906,-0.971658,-0.096133,-0.215372,0.231654,1.278671,-0.178879
329,5.483333,0.018450,-0.974834,-0.093571,-0.201502,0.224476,1.278883,-0.185180
330,5.500000,0.015265,-0.976982,-0.098726,-0.188483,0.217051,1.279072,-0.191198
331,5.516667,0.015655,-0.979704,-0.098129,-0.174086,0.209750,1.279437,-0.196936
332,5.533333,0.014145,-0.981805,-0.099896,-0.160870,0.202392,1.279800,-0.202427
333,5.550000,0.017338,-0.984587,-0.097566,-0.144114,0.194958,1.280316,-0.208154
334,5.566667,0.017676,-0.986478,-0.098134,-0.130069,0.187491,1.280441,-0.213306
335,5.583333,0.015513,-0.987966,-0.101922,-0.115306,0.180119,1.280268,-0.218155
336,5.600000,0.013905,-0.989465,-0.102697,-0.101093,0.172676,1.280153,-0.222918
337,5.616667,0.013782,-0.991005,-0.102395,-0.085051,0.165200,1.279869,-0.227889
338,5.633333,0.013401,-0.992077,-0.103086,-0.070544,0.157803,1.279324,-0.232557
339,5.650000,0.011571,-0.993041,-0.103819,-0.054378,0.150441,1.278708,-0.236937
340,5.666667,0.009183,-0.993981,-0.102007,-0.038892,0.143127,1.278075,-0.241242
341,5.683333,0.008365,-0.994354,-0.103115,-0.023626,0.135989,1.277086,-0.245288
342,5.700000,0.006725,-0.994892,-0.100363,-0.008434,0.128878,1.276243,-0.249416
343,5.716667,0.005645,-0.995027,-0.099191,0.007135,0.121719,1.275522,-0.253234
344,5.733333,0.004782,-0.994931,-0.097820,0.022825,0.114891,1.274691,-0.256823
345,5.750000,0.001451,-0.994451,-0.097746,0.038881,0.108127,1.273966,-0.260032
346,5.766667,-0.000005,-0.993682,-0.097846,0.054982,0.101570,1.273235,-0.263108
347,5.783333,-0.001476,-0.992545,-0.098083,0.072329,0.095165,1.272617,-0.266103
348,5.800000,-0.003019,-0.991114,-0.098481,0.089365,0.088940,1.272040,-0.268884
349,5.816667,-0.004198,-0.989636,-0.096855,0.105940,0.082749,1.271599,-0.271495
350,5.833333,-0.006340,-0.987604,-0.096919,0.123312,0.076710,1.271374,-0.273853
351,5.850000,-0.006627,-0.985561,-0.097007,0.138620,0.070656,1.271259,-0.275869
352,5.866667,-0.007681,-0.982645,-0.100076,0.155996,0.064698,1.271096,-0.277895
353,5.883333,-0.008348,-0.979768,-0.098317,0.174126,0.058946,1.271028,-0.279569
354,5.900000,-0.007889,-0.976724,-0.096226,0.191543,0.053227,1.271226,-0.281005
355,5.916667,-0.010131,-0.973188,-0.095101,0.209185,0.047963,1.271617,-0.281951
356,5.933333,-0.007402,-0.968691,-0.098441,0.227798,0.042685,1.271665,-0.282209
357,5.950000,-0.009097,-0.964384,-0.099804,0.244784,0.037829,1.271844,-0.282320
358,5.966667,-0.007400,-0.959532,-0.101508,0.262562,0.032959,1.271993,-0.281882
359,5.983333,-0.006976,-0.954935,-0.101445,0.278852,0.028370,1.272107,-0.281528
360,6.000000,0.002753,-0.949436,-0.083803,0.302557,0.023836,1.273669,-0.281962
361,6.016667,0.002663,-0.941946,-0.103031,0.319554,0.019891,1.272014,-0.280959
362,6.033333,-0.001100,-0.935630,-0.103343,0.337514,0.015568,1.271970,-0.279974
363,6.050000,-0.005510,-0.929434,-0.105108,0.353659,0.011323,1.271946,-0.278597
364,6.066667,-0.005354,-0.922909,-0.101304,0.371414,0.007239,1.272028,-0.276788
365,6.083333,-0.012291,-0.920527,-0.092349,0.379408,0.003060,1.272316,-0.273350
366,6.100000,-0.011887,-0.913236,-0.090734,0.397020,-0.001363,1.272570,-0.271234
367,6.116667,-0.021188,-0.909392,-0.099447,0.403322,-0.005737,1.271549,-0.267241
368,6.133333,-0.022763,-0.903287,-0.095086,0.417748,-0.009180,1.271865,-0.264117
369,6.150000,-0.023318,-0.895819,-0.095747,0.433355,-0.012623,1.272312,-0.260145
370,6.166667,-0.023441,-0.889458,-0.094106,0.446608,-0.015974,1.272560,-0.255922
371,6.183333,-0.023778,-0.882417,-0.093077,0.460556,-0.019290,1.272603,-0.251523
372,6.200000,-0.013429,-0.877024,-0.089899,0.471769,-0.022694,1.273294,-0.246361
373,6.216667,-0.013590,-0.870180,-0.089434,0.484359,-0.025878,1.273365,-0.241185
374,6.233333,-0.013608,-0.863947,-0.088660,0.495530,-0.028840,1.273414,-0.235351
375,6.250000,-0.018038,-0.855897,-0.078314,0.510864,-0.031623,1.273973,-0.230217
376,6.266667,-0.011739,-0.848502,-0.086393,0.521961,-0.034448,1.273848,-0.223892
377,6.283333,-0.025155,-0.838609,-0.086125,0.537294,-0.037408,1.273338,-0.218157
378,6.300000,-0.023857,-0.829797,-0.086275,0.550840,-0.039819,1.273476,-0.211695
379,6.316667,-0.026973,-0.823797,-0.081738,0.560312,-0.042646,1.273807,-0.205189
380,6.333333,-0.029504,-0.814731,-0.074586,0.574265,-0.044893,1.274467,-0.198771
381,6.350000,-0.030940,-0.809514,-0.073948,0.581603,-0.047449,1.274315,-0.191903
382,6.366667,-0.032520,-0.800722,-0.073114,0.593667,-0.049557,1.274712,-0.184723
383,6.383333,-0.033698,-0.795699,-0.078909,0.599585,-0.051749,1.274139,-0.176511
384,6.400000,-0.035587,-0.788161,-0.074781,0.609872,-0.054145,1.274607,-0.169842
385,6.416667,-0.035447,-0.781340,-0.075023,0.618565,-0.056156,1.274700,-0.162375
386,6.433333,-0.035802,-0.775033,-0.075169,0.626411,-0.058209,1.274727,-0.154747
387,6.450000,-0.037638,-0.768458,-0.075120,0.634360,-0.060090,1.274743,-0.147244
388,6.466667,-0.039427,-0.761038,-0.075775,0.643059,-0.061972,1.274732,-0.139722
389,6.483333,-0.040126,-0.755770,-0.078096,0.648924,-0.063740,1.274467,-0.131571
390,6.500000,-0.041204,-0.749373,-0.079345,0.656085,-0.065668,1.274509,-0.123823
391,6.516667,-0.042257,-0.743516,-0.075724,0.663072,-0.067334,1.274672,-0.116078
392,6.533333,-0.043141,-0.736661,-0.072767,0.670951,-0.068865,1.274877,-0.108176
393,6.550000,-0.044773,-0.730967,-0.071873,0.677139,-0.070491,1.274918,-0.099884
394,6.566667,-0.046446,-0.723130,-0.070763,0.685506,-0.071934,1.275049,-0.091791
395,6.583333,-0.047019,-0.715992,-0.069277,0.693069,-0.073145,1.275431,-0.083709
396,6.600000,-0.051521,-0.708867,-0.069212,0.700045,-0.073996,1.275789,-0.075487
397,6.616667,-0.053641,-0.702954,-0.070403,0.705706,-0.074942,1.276056,-0.067441
398,6.633333,-0.055918,-0.695209,-0.072037,0.712999,-0.075879,1.276124,-0.059432
399,6.650000,-0.055798,-0.688438,-0.072894,0.719463,-0.076561,1.276155,-0.051158
400,6.666667,-0.056747,-0.681442,-0.073234,0.725985,-0.077429,1.276057,-0.043333
401,6.683333,-0.056515,-0.674190,-0.073058,0.732759,-0.078248,1.276117,-0.035222
402,6.700000,-0.054675,-0.668260,-0.073683,0.738248,-0.078530,1.276163,-0.027142
403,6.716667,-0.055283,-0.660065,-0.074681,0.745440,-0.079034,1.276083,-0.019329
404,6.733333,-0.056855,-0.652707,-0.074857,0.751756,-0.079326,1.276157,-0.011484
405,6.750000,-0.056157,-0.644982,-0.074201,0.758511,-0.079427,1.276213,-0.003863
406,6.766667,-0.057049,-0.637826,-0.071911,0.764691,-0.079516,1.276311,0.003876
407,6.783333,-0.057193,-0.630029,-0.071592,0.771147,-0.079329,1.276614,0.011410
408,6.800000,-0.057356,-0.622871,-0.069535,0.777115,-0.078759,1.277078,0.018954
409,6.816667,-0.070979,-0.609445,-0.066509,0.786839,-0.078452,1.277158,0.025795
410,6.833333,-0.060861,-0.608142,-0.070666,0.788331,-0.077256,1.278215,0.033932
411,6.850000,-0.075227,-0.594284,-0.067883,0.797847,-0.076872,1.278289,0.040708
412,6.866667,-0.060244,-0.593237,-0.071898,0.799545,-0.075373,1.279439,0.048816
413,6.883333,-0.079519,-0.578600,-0.066959,0.808959,-0.075151,1.278933,0.055191
414,6.900000,-0.080871,-0.570551,-0.066029,0.814599,-0.074345,1.279141,0.062411
415,6.916667,-0.080560,-0.561624,-0.064309,0.820947,-0.073568,1.279418,0.069531
416,6.933333,-0.082554,-0.553645,-0.062191,0.826314,-0.072596,1.279555,0.076401
417,6.950000,-0.082507,-0.547186,-0.060077,0.830765,-0.071554,1.279731,0.083122
418,6.966667,-0.082693,-0.537233,-0.057360,0.837408,-0.070511,1.279953,0.089822
419,6.983333,-0.082683,-0.528202,-0.056830,0.843170,-0.069398,1.280124,0.096285
420,7.000000,-0.083245,-0.520544,-0.056175,0.847908,-0.068173,1.280345,0.102924
421,7.016667,-0.084739,-0.512311,-0.055431,0.852810,-0.066892,1.280422,0.109122
422,7.033333,-0.085675,-0.503489,-0.055358,0.857959,-0.065700,1.280479,0.115392
423,7.050000,-0.084940,-0.495699,-0.052333,0.862745,-0.064256,1.280696,0.121533
424,7.066667,-0.086653,-0.486654,-0.051526,0.867758,-0.062977,1.280888,0.127749
425,7.083333,-0.086390,-0.476170,-0.050150,0.873661,-0.061758,1.280846,0.133826
426,7.100000,-0.085368,-0.466146,-0.049403,0.879192,-0.060523,1.281065,0.140079
427,7.116667,-0.087413,-0.455900,-0.047341,0.884462,-0.059269,1.281003,0.146053
428,7.133333,-0.085684,-0.445716,-0.048664,0.889735,-0.057915,1.281254,0.152512
429,7.150000,-0.087240,-0.433937,-0.047519,0.895450,-0.056542,1.281273,0.158416
430,7.166667,-0.073572,-0.428019,-0.054669,0.899110,-0.054792,1.281220,0.164676
431,7.183333,-0.084412,-0.416837,-0.046030,0.903882,-0.053687,1.281214,0.170340
432,7.200000,-0.090234,-0.401422,-0.046074,0.910272,-0.051934,1.281449,0.176429
433,7.216667,,,,,,,
434,7.233333,-0.089217,-0.384810,-0.043654,0.917636,-0.048901,1.281892,0.188455
435,7.250000,-0.085132,-0.377088,-0.045919,0.921113,-0.047014,1.282209,0.194385
436,7.266667,-0.087748,-0.366614,-0.043313,0.925213,-0.045344,1.282233,0.200028
437,7.283333,-0.084859,-0.357934,-0.041970,0.928935,-0.043764,1.282208,0.205715
438,7.300000,-0.088108,-0.346710,-0.041343,0.932909,-0.041779,1.282372,0.211515
439,7.316667,-0.088342,-0.335996,-0.035925,0.937023,-0.040107,1.282561,0.216875
440,7.333333,-0.087980,-0.324495,-0.034473,0.941156,-0.038301,1.282706,0.222292
441,7.350000,-0.092908,-0.310259,-0.031124,0.945589,-0.036609,1.282768,0.227730
442,7.366667,-0.092115,-0.299379,-0.031293,0.949162,-0.034418,1.283044,0.233237
443,7.383333,-0.096080,-0.285712,-0.028502,0.953061,-0.032605,1.283000,0.238522
444,7.400000,-0.095372,-0.272137,-0.028758,0.957089,-0.030588,1.283308,0.243896
445,7.416667,-0.093424,-0.260043,-0.028036,0.960658,-0.028335,1.283606,0.248886
446,7.433333,-0.093500,-0.247545,-0.026979,0.963977,-0.025924,1.283955,0.253807
447,7.450000,-0.095283,-0.233616,-0.026105,0.967297,-0.023220,1.284462,0.258554
448,7.466667,-0.096494,-0.221334,-0.026274,0.970057,-0.020735,1.284885,0.263220
449,7.483333,-0.095697,-0.209202,-0.027248,0.972797,-0.017965,1.285331,0.267663
450,7.500000,-0.095603,-0.196436,-0.026829,0.975476,-0.015270,1.285667,0.272153
451,7.516667,-0.096390,-0.183401,-0.026744,0.977936,-0.012682,1.286015,0.276580
452,7.533333,-0.094405,-0.172036,-0.025643,0.980221,-0.010088,1.286460,0.280811
453,7.550000,-0.096782,-0.160936,-0.023893,0.981918,-0.007444,1.286846,0.284827
454,7.566667,-0.097161,-0.148986,-0.023704,0.983769,-0.005029,1.287186,0.288829
455,7.583333,-0.097550,-0.137448,-0.023150,0.985422,-0.002473,1.287528,0.292593
456,7.600000,-0.097767,-0.124910,-0.023618,0.987057,0.000080,1.287799,0.296308
457,7.616667,-0.097967,-0.114895,-0.022983,0.988268,0.002757,1.287869,0.299439
458,7.633333,-0.096191,-0.101307,-0.020864,0.989974,0.004965,1.288181,0.303122
459,7.650000,-0.099582,-0.091807,-0.023962,0.990495,0.008215,1.288111,0.305464
460,7.666667,-0.093535,-0.078813,-0.026366,0.992141,0.011030,1.288331,0.308552
461,7.683333,-0.101139,-0.067684,-0.015746,0.992442,0.013753,1.288000,0.310996
462,7.700000,-0.092929,-0.058870,-0.024659,0.993625,0.017277,1.288496,0.313298
463,7.716667,-0.092198,-0.047158,-0.027764,0.994236,0.020466,1.288521,0.315799
464,7.733333,-0.098852,-0.048744,-0.017833,0.993748,0.024790,1.288074,0.316977
465,7.750000,-0.096598,-0.030000,-0.020562,0.994659,0.027119,1.288240,0.319687
466,7.766667,-0.096891,-0.020599,-0.018531,0.994909,0.030618,1.288120,0.321443
467,7.783333,-0.096780,-0.012866,-0.016529,0.995085,0.034018,1.288237,0.323317
468,7.800000,-0.090668,-0.003834,-0.020337,0.995666,0.037783,1.288873,0.325372
469,7.816667,-0.091713,0.006262,-0.018862,0.995587,0.041478,1.288659,0.326650
470,7.833333,-0.093698,0.012833,-0.018155,0.995352,0.045162,1.288721,0.328013
471,7.850000,-0.094484,0.021756,-0.017263,0.995139,0.048723,1.288665,0.329162
472,7.866667,-0.094521,0.028388,-0.014606,0.995011,0.052720,1.288627,0.330479
473,7.883333,-0.091691,0.035607,-0.016953,0.995006,0.056837,1.288630,0.331757
474,7.900000,-0.092281,0.043218,-0.015186,0.994679,0.060965,1.288316,0.332869
475,7.916667,-0.084283,0.045437,-0.021141,0.995181,0.065226,1.288723,0.333863
476,7.933333,-0.085961,0.055137,-0.019517,0.994580,0.069415,1.288363,0.334839
477,7.950000,-0.089559,0.060089,-0.012975,0.994083,0.073358,1.287475,0.335964
478,7.966667,-0.089923,0.063746,-0.010349,0.993853,0.077609,1.287057,0.336899
479,7.983333,-0.080276,0.066801,-0.024868,0.994221,0.082187,1.287233,0.338345
480,8.000000,-0.081998,0.072990,-0.021725,0.993719,0.086119,1.286822,0.339058
481,8.016667,-0.090486,0.077184,-0.007298,0.992876,0.089445,1.285534,0.339601
482,8.033333,-0.089714,0.080729,-0.011397,0.992625,0.093473,1.285340,0.340700
483,8.050000,-0.090360,0.084071,-0.007882,0.992323,0.097169,1.284741,0.341631
484,8.066667,-0.089767,0.087654,-0.008463,0.992062,0.100719,1.284405,0.342602
485,8.083333,-0.091020,0.088673,-0.007047,0.991868,0.104369,1.284049,0.343711
486,8.100000,-0.090717,0.090721,-0.006029,0.991718,0.107752,1.283693,0.344809
487,8.116667,-0.090651,0.093349,-0.006215,0.991479,0.111013,1.283332,0.345875
488,8.133333,-0.089265,0.092908,-0.004662,0.991654,0.114133,1.282861,0.347152
489,8.150000,-0.089437,0.093858,-0.000699,0.991560,0.117135,1.282473,0.348183
490,8.166667,-0.087858,0.093663,-0.000549,0.991720,0.120194,1.282243,0.349397
491,8.183333,-0.086803,0.093142,-0.002582,0.991858,0.122935,1.282032,0.350342
492,8.200000,-0.087795,0.093056,-0.000973,0.991782,0.125718,1.281824,0.351267
493,8.216667,-0.087393,0.092762,-0.001858,0.991844,0.128294,1.281675,0.352042
494,8.233333,-0.089350,0.094394,-0.001522,0.991516,0.130787,1.281445,0.352981
495,8.250000,-0.087233,0.092086,-0.001053,0.991922,0.132879,1.281095,0.353846
496,8.266667,-0.087306,0.092007,-0.000362,0.991924,0.134910,1.280813,0.354622
497,8.283333,-0.086457,0.091487,0.001569,0.992045,0.136914,1.280381,0.355461
498,8.300000,-0.087766,0.092934,0.001256,0.991796,0.138957,1.280178,0.356109
499,8.316667,-0.087832,0.088657,0.006448,0.992161,0.140559,1.279465,0.356847
500,8.333333,-0.085665,0.087982,0.003030,0.992427,0.142222,1.279064,0.357487
501,8.350000,-0.086184,0.088734,0.000575,0.992320,0.144161,1.278935,0.358304
502,8.366667,-0.083222,0.084264,0.000177,0.992962,0.145508,1.278524,0.358709
503,8.383333,-0.085033,0.085085,-0.000480,0.992739,0.147054,1.277999,0.359437
504,8.400000,-0.082716,0.081395,0.001375,0.993243,0.148222,1.277485,0.360005
505,8.416667,-0.082610,0.081223,-0.002238,0.993264,0.149539,1.277326,0.360477
506,8.433333,-0.081454,0.079318,-0.004074,0.993508,0.150507,1.276995,0.361028
507,8.450000,-0.082391,0.075565,0.001399,0.993730,0.151312,1.276286,0.361381
508,8.466667,-0.082894,0.077721,0.000281,0.993523,0.152166,1.276098,0.361823
509,8.483333,-0.080263,0.075405,-0.004589,0.993907,0.153175,1.275966,0.362153
510,8.500000,-0.077764,0.074312,-0.009682,0.994151,0.153939,1.275924,0.362536
511,8.516667,-0.077903,0.071647,-0.005608,0.994367,0.154402,1.275344,0.362957
512,8.533333,-0.083874,0.071596,-0.000056,0.993901,0.154879,1.274855,0.363244
513,8.550000,-0.084168,0.070519,-0.000695,0.993953,0.155263,1.274553,0.363424
514,8.566667,-0.083696,0.069291,-0.000420,0.994079,0.155498,1.274344,0.363641
515,8.583333,-0.074805,0.067972,-0.012029,0.994806,0.155864,1.274825,0.364038
516,8.600000,-0.073739,0.066276,-0.010863,0.995014,0.156118,1.274604,0.364303
517,8.616667,-0.076733,0.066200,-0.010230,0.994799,0.157070,1.274288,0.365124
518,8.633333,-0.073126,0.066753,-0.010216,0.995034,0.157155,1.274038,0.365122
519,8.650000,-0.074956,0.064693,-0.009959,0.995036,0.157856,1.273787,0.365471
520,8.666667,-0.072358,0.064449,-0.014277,0.995192,0.158261,1.273899,0.365514
521,8.683333,-0.072337,0.064984,-0.015301,0.995143,0.158712,1.273916,0.365513
522,8.700000,-0.080956,0.063687,-0.001683,0.994680,0.158958,1.273208,0.365676
523,8.716667,-0.081101,0.061811,-0.002378,0.994785,0.159210,1.273236,0.365977
524,8.733333,-0.081628,0.059216,-0.003980,0.994894,0.159566,1.273408,0.366031
525,8.750000,-0.080692,0.060100,-0.003269,0.994920,0.159686,1.273371,0.366345
526,8.766667,-0.080116,0.058290,-0.002295,0.995077,0.159721,1.273315,0.366607
527,8.783333,-0.072770,0.056151,-0.012709,0.995686,0.160049,1.273902,0.366823
528,8.800000,-0.072837,0.054455,-0.012011,0.995784,0.160062,1.273839,0.367085
529,8.816667,-0.073179,0.053145,-0.011595,0.995834,0.160054,1.273892,0.367267
530,8.833333,-0.081649,0.054190,-0.001775,0.995185,0.159730,1.273245,0.367479
531,8.850000,-0.078580,0.054049,-0.005624,0.995426,0.159792,1.273496,0.367767
532,8.866667,-0.078551,0.053837,-0.005698,0.995439,0.159765,1.273534,0.367859
533,8.883333,-0.083543,0.051917,0.000895,0.995150,0.159635,1.273152,0.368066
534,8.900000,-0.083896,0.051843,0.002155,0.995123,0.159732,1.273192,0.368138
535,8.916667,-0.083586,0.051738,0.002092,0.995154,0.159808,1.273236,0.368210
536,8.933333,-0.085783,0.054072,0.000384,0.994845,0.160034,1.273445,0.368357
537,8.950000,-0.085810,0.054355,-0.000091,0.994828,0.160015,1.273464,0.368370
538,8.966667,-0.085629,0.054516,-0.000812,0.994834,0.160233,1.273494,0.368498
539,8.983333,-0.084662,0.053449,0.000258,0.994975,0.160350,1.273394,0.368669
540,9.000000,-0.084488,0.053214,0.000218,0.995003,0.160534,1.273398,0.368845
541,9.016667,-0.084506,0.054220,-0.000446,0.994947,0.160745,1.273399,0.369034
542,9.033333,-0.086627,0.056332,-0.001781,0.994645,0.161012,1.273545,0.369219
543,9.050000,-0.079647,0.054020,-0.007145,0.995333,0.160848,1.273835,0.369465
544,9.066667,-0.080867,0.055026,-0.007624,0.995176,0.161012,1.274132,0.369734
545,9.083333,-0.078720,0.052256,-0.005525,0.995511,0.160615,1.273967,0.369814
546,9.100000,-0.077485,0.051600,-0.003940,0.995650,0.160367,1.274117,0.370032
547,9.116667,-0.076369,0.050408,-0.004497,0.995795,0.159867,1.274109,0.370342
548,9.133333,-0.073706,0.048923,-0.007592,0.996050,0.159617,1.274251,0.370563
549,9.150000,-0.072464,0.046910,-0.006305,0.996247,0.159446,1.274351,0.370750
550,9.166667,-0.075904,0.044007,-0.011062,0.996082,0.159203,1.274348,0.370519
551,9.183333,-0.082460,0.037289,-0.002143,0.995894,0.159316,1.273924,0.370314
552,9.200000,-0.087034,0.048598,0.002045,0.995017,0.157614,1.273544,0.371201
553,9.216667,-0.081215,0.047693,-0.004752,0.995544,0.156872,1.274056,0.371659
554,9.233333,-0.080710,0.044314,-0.004307,0.995743,0.156035,1.274044,0.372039
555,9.250000,-0.079803,0.040173,-0.005713,0.995984,0.154822,1.274030,0.372492
556,9.266667,-0.084890,0.037788,0.002254,0.995671,0.153658,1.273612,0.372815
557,9.283333,-0.082625,0.033892,-0.002872,0.996000,0.152108,1.274029,0.373407
558,9.300000,-0.085370,0.028681,0.001779,0.995935,0.150427,1.273883,0.373624
559,9.316667,-0.079864,0.028182,-0.006882,0.996384,0.148699,1.274524,0.374359
560,9.333333,-0.086742,0.016993,0.003274,0.996080,0.146335,1.274207,0.374599
561,9.350000,-0.080419,0.013295,-0.004171,0.996664,0.143595,1.274863,0.375716
562,9.366667,-0.087760,0.006968,0.005682,0.996101,0.140733,1.274555,0.376136
563,9.383333,-0.086473,-0.001840,0.001361,0.996252,0.137764,1.274935,0.376769
564,9.400000,-0.086794,-0.011179,0.003463,0.996158,0.134700,1.275003,0.376943
565,9.416667,-0.086281,-0.016944,-0.000142,0.996127,0.130790,1.275523,0.378003
566,9.433333,-0.087585,-0.023985,-0.000981,0.995868,0.127023,1.275819,0.378337
567,9.450000,-0.090117,-0.032454,-0.002346,0.995400,0.122759,1.276351,0.378964
568,9.466667,-0.092432,-0.041969,0.001855,0.994832,0.118237,1.276547,0.379217
569,9.483333,-0.090755,-0.050363,-0.002202,0.994597,0.113777,1.277133,0.379789
570,9.500000,-0.091986,-0.058445,-0.002107,0.994041,0.108643,1.277277,0.379803
571,9.516667,-0.093951,-0.068374,-0.003037,0.993222,0.103353,1.277605,0.380242
572,9.533333,-0.097952,-0.078584,-0.000215,0.992084,0.097734,1.277517,0.380019
573,9.550000,-0.089283,-0.089046,-0.005189,0.992004,0.092194,1.278565,0.380216
574,9.566667,-0.092937,-0.099816,-0.003323,0.990651,0.086138,1.278861,0.379943
575,9.583333,-0.095007,-0.109554,-0.003230,0.989425,0.079869,1.279116,0.379723
576,9.600000,-0.095597,-0.120791,-0.006816,0.988041,0.073427,1.279398,0.379148
577,9.616667,-0.097607,-0.132765,-0.007046,0.986305,0.066636,1.279723,0.378509
578,9.633333,-0.099502,-0.144166,-0.011161,0.984475,0.059678,1.279962,0.377732
579,9.650000,-0.100107,-0.155285,-0.011785,0.982714,0.052359,1.280181,0.376957
580,9.666667,-0.100079,-0.165727,-0.013117,0.980993,0.044756,1.280348,0.375978
581,9.683333,-0.100248,-0.178653,-0.013199,0.978703,0.036892,1.280443,0.374925
582,9.700000,-0.099828,-0.188047,-0.014568,0.976965,0.028660,1.280575,0.373823
583,9.716667,-0.099751,-0.199643,-0.014373,0.974672,0.020265,1.280719,0.372418
584,9.733333,-0.100694,-0.210367,-0.015805,0.972295,0.011842,1.280708,0.370846
585,9.750000,-0.100801,-0.222616,-0.016266,0.969545,0.002914,1.280630,0.369125
586,9.766667,-0.100990,-0.234673,-0.017391,0.966658,-0.006018,1.280591,0.367105
587,9.783333,-0.100232,-0.245847,-0.019407,0.963917,-0.015106,1.280450,0.364811
588,9.800000,-0.101036,-0.254625,-0.021348,0.961510,-0.024572,1.280337,0.362428
589,9.816667,-0.100526,-0.266105,-0.022967,0.958413,-0.034185,1.280176,0.359641
590,9.833333,-0.102298,-0.276909,-0.020102,0.955224,-0.043815,1.279878,0.356535
591,9.850000,-0.104007,-0.288004,-0.022989,0.951687,-0.053431,1.279824,0.353171
592,9.866667,-0.102023,-0.300932,-0.027068,0.947786,-0.063128,1.279754,0.349490
593,9.883333,-0.103722,-0.313085,-0.027363,0.943648,-0.072899,1.279547,0.345551
594,9.900000,-0.103184,-0.325298,-0.031373,0.939441,-0.082431,1.279320,0.341625
595,9.916667,-0.101944,-0.335437,-0.037577,0.935776,-0.092122,1.278989,0.337909
596,9.933333,-0.101282,-0.347039,-0.038345,0.931577,-0.102153,1.278672,0.333423
597,9.950000,-0.100093,-0.358800,-0.038182,0.927246,-0.112167,1.278395,0.328665
598,9.966667,-0.100726,-0.368685,-0.038537,0.923277,-0.121995,1.278301,0.323542
599,9.983333,-0.100108,-0.378410,-0.040832,0.919303,-0.131760,1.278407,0.318091
600,10.000000,-0.102459,-0.390884,-0.043346,0.913692,-0.141202,1.278376,0.312370
601,10.016667,-0.100686,-0.402844,-0.048439,0.908423,-0.150445,1.278487,0.306634
602,10.033333,-0.101234,-0.414078,-0.049321,0.903249,-0.159524,1.278502,0.300566
603,10.050000,-0.103488,-0.425904,-0.051357,0.897362,-0.168653,1.278533,0.294524
604,10.066667,-0.106427,-0.435917,-0.051353,0.892196,-0.177798,1.278230,0.288046
605,10.083333,-0.108545,-0.446082,-0.051860,0.886871,-0.186870,1.278254,0.281654
606,10.100000,-0.108673,-0.460840,-0.052240,0.879254,-0.195591,1.278056,0.275334
607,10.116667,-0.108366,-0.473000,-0.052364,0.872804,-0.204388,1.277807,0.267714
608,10.133333,-0.101680,-0.487401,-0.056817,0.865375,-0.212549,1.278152,0.261468
609,10.150000,-0.100988,-0.494107,-0.055947,0.861702,-0.221065,1.278223,0.253956
610,10.166667,-0.112169,-0.505227,-0.054364,0.853937,-0.229320,1.277641,0.247168
611,10.183333,-0.088757,-0.513963,-0.059358,0.851141,-0.237346,1.278967,0.238515
612,10.200000,-0.105283,-0.525668,-0.057570,0.842184,-0.244905,1.278350,0.231143
613,10.216667,-0.107545,-0.537760,-0.060700,0.834005,-0.252455,1.278207,0.222783
614,10.233333,-0.109298,-0.546466,-0.061745,0.828020,-0.259763,1.278145,0.214576
615,10.250000,-0.110140,-0.557925,-0.062343,0.820185,-0.266910,1.277964,0.205965
616,10.266667,-0.110351,-0.571000,-0.062411,0.811102,-0.273807,1.277551,0.197301
617,10.283333,-0.112800,-0.583084,-0.065801,0.801847,-0.280157,1.276811,0.189075
618,10.300000,-0.112872,-0.594468,-0.066018,0.793416,-0.286542,1.276253,0.180363
