Format Version,1.22,Take Name,Take 2022-05-25 02.04.15 PM_002,Capture Frame Rate,120.000000,Export Frame Rate,60.000000,Capture Start Time,2022-05-25 05.22.38.302 PM,Total Frames in Take,2969,Total Exported Frames,1485,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
298,4.966667,0.045354,-0.838870,-0.063156,-0.538750,0.389263,1.276198,0.024749,0.000342,0.340017,1.272040,0.013484,0.949003,0.451280,1.281455,0.032921,0.975787,0.397122,1.279737,-0.017067,0.935278,0.368634,1.271558,0.069658,0.919759,0.339921,1.271827,0.013422,0.451305,1.281330,0.032858,0.397310,1.279966,-0.017353,0.368514,1.271678,0.070080,-0.171510,1.118015,-1.395138,,,,,,,,,,,,,,,,,,,,,,,,
299,4.983333,0.047816,-0.843513,-0.063986,-0.531136,0.386393,1.276485,0.018565,0.000386,0.336981,1.272025,0.008176,0.943265,0.448514,1.282107,0.025634,0.921341,0.393498,1.279960,-0.023392,0.940605,0.366580,1.271847,0.063840,0.946241,0.336964,1.271518,0.007938,0.448893,1.281772,0.025762,0.393184,1.280426,-0.023506,0.366540,1.272214,0.064067,-0.171560,1.118047,-1.395160,,,,,,,,,,,,,,,,,,,,,,,,
300,5.000000,0.047192,-0.848857,-0.065215,-0.522457,0.383560,1.276682,0.012439,0.000407,0.333948,1.272193,0.003060,0.932885,0.445808,1.282349,0.018239,0.926682,0.389799,1.280214,-0.029650,0.943210,0.364684,1.271972,0.058105,0.935287,0.333739,1.271867,0.002838,0.446118,1.282156,0.018375,0.389647,1.280504,-0.029839,0.364740,1.272196,0.058383,-0.171564,1.118056,-1.395164,,,,,,,,,,,,,,,,,,,,,,,,
301,5.016667,0.043686,-0.854383,-0.068759,-0.513218,0.380453,1.276681,0.006278,0.000666,0.330637,1.272341,-0.002029,0.960182,0.442823,1.282210,0.010738,0.936614,0.385760,1.280545,-0.035909,0.942163,0.362589,1.271629,0.052314,0.956280,0.330358,1.272046,-0.002416,0.443090,1.282036,0.010860,0.385652,1.280834,-0.036327,0.362708,1.271818,0.053019,-0.171081,1.117716,-1.395044,,,,,,,,,,,,,,,,,,,,,,,,
302,5.033333,0.042735,-0.858856,-0.066802,-0.506042,0.377050,1.277073,-0.000612,0.000313,0.327090,1.272856,-0.008065,0.853505,0.439504,1.282425,0.002779,0.932514,0.381659,1.280769,-0.042896,0.872021,0.359949,1.272240,0.045736,0.788885,0.327101,1.272654,-0.008024,0.439650,1.282287,0.002982,0.381381,1.280929,-0.042789,0.360066,1.272428,0.045381,-0.171107,1.117736,-1.395071,,,,,,,,,,,,,,,,,,,,,,,,
303,5.050000,0.039490,-0.864776,-0.073750,-0.495141,0.373510,1.276836,-0.006948,0.000540,0.323383,1.272590,-0.013170,0.915675,0.436018,1.282303,-0.005093,0.959363,0.377020,1.281113,-0.049283,0.956490,0.357619,1.271335,0.039755,0.924424,0.323080,1.272277,-0.013621,0.436287,1.282132,-0.005183,0.376987,1.281391,-0.049364,0.357681,1.271539,0.040401,-0.171582,1.118062,-1.395165,,,,,,,,,,,,,,,,,,,,,,,,
304,5.066667,0.039085,-0.869636,-0.074741,-0.486435,0.369847,1.276966,-0.013735,0.000398,0.319611,1.272665,-0.018956,0.924763,0.432373,1.282507,-0.013127,0.935053,0.372505,1.281277,-0.056129,0.957317,0.354900,1.271414,0.033273,0.926543,0.319457,1.272447,-0.019332,0.432676,1.282383,-0.013173,0.372325,1.281464,-0.056069,0.354934,1.271564,0.033632,-0.171559,1.118032,-1.395141,,,,,,,,,,,,,,,,,,,,,,,,
305,5.083333,0.038826,-0.874407,-0.077846,-0.477332,0.365694,1.276925,-0.020990,0.000466,0.315376,1.272465,-0.025186,0.895044,0.428199,1.282688,-0.021656,0.939275,0.367456,1.281423,-0.063410,0.963926,0.351746,1.271123,0.026294,0.901574,0.314978,1.272116,-0.025742,0.428445,1.282493,-0.021673,0.367341,1.281705,-0.063353,0.352008,1.271371,0.026803,-0.171101,1.117728,-1.395067,,,,,,,,,,,,,,,,,,,,,,,,
306,5.100000,0.035387,-0.879992,-0.074957,-0.467700,0.361348,1.277420,-0.028190,0.000476,0.310915,1.273336,-0.031239,0.918450,0.423865,1.282697,-0.030281,0.919103,0.362189,1.281764,-0.070655,0.935372,0.348423,1.271882,0.019415,0.920703,0.310595,1.273269,-0.031489,0.424196,1.282669,-0.030148,0.362009,1.281828,-0.070866,0.348594,1.271913,0.019746,-0.171543,1.118028,-1.395159,,,,,,,,,,,,,,,,,,,,,,,,
307,5.116667,0.029650,-0.885507,-0.072872,-0.457918,0.357109,1.277817,-0.035226,0.000298,0.306578,1.274287,-0.037109,0.975884,0.419615,1.282408,-0.038759,0.952614,0.357017,1.282164,-0.077699,0.940537,0.345226,1.272406,0.012664,0.939282,0.306759,1.274535,-0.037202,0.419755,1.282579,-0.038799,0.356848,1.281950,-0.077884,0.345065,1.272189,0.012987,-0.171552,1.118022,-1.395143,,,,,,,,,,,,,,,,,,,,,,,,
308,5.133333,0.034915,-0.889172,-0.073207,-0.450328,0.351915,1.278055,-0.042499,0.000620,0.301400,1.273987,-0.043552,0.970677,0.414304,1.283283,-0.047060,0.920979,0.351097,1.282177,-0.084987,0.915771,0.340859,1.272774,0.005603,0.908571,0.300945,1.273659,-0.044067,0.414616,1.283116,-0.047246,0.351089,1.282451,-0.084989,0.341003,1.272987,0.006335,-0.171077,1.117742,-1.395064,,,,,,,,,,,,,,,,,,,,,,,,
309,5.150000,0.035521,-0.893098,-0.078219,-0.441583,0.346659,1.278533,-0.049488,0.000923,0.296161,1.274136,-0.049594,0.826933,0.408913,1.284209,-0.055216,0.870358,0.344991,1.282951,-0.091921,0.931943,0.336572,1.272836,-0.001221,0.844682,0.295494,1.273699,-0.050409,0.409438,1.284003,-0.055511,0.344907,1.283281,-0.091839,0.336796,1.273133,-0.000135,-0.171550,1.118035,-1.395167,,,,,,,,,,,,,,,,,,,,,,,,
310,5.166667,0.036928,-0.897688,-0.082286,-0.431302,0.341434,1.278870,-0.056387,0.000789,0.290980,1.274097,-0.055379,0.825938,0.403500,1.285034,-0.063486,0.899173,0.338779,1.283466,-0.098751,0.914225,0.332477,1.272881,-0.007933,0.827270,0.290253,1.273677,-0.056075,0.403872,1.284834,-0.063596,0.338704,1.283788,-0.098762,0.332888,1.273159,-0.007102,-0.171570,1.118034,-1.395159,,,,,,,,,,,,,,,,,,,,,,,,
311,5.183333,0.036473,-0.902096,-0.085195,-0.421467,0.336220,1.279094,-0.062982,0.000725,0.285814,1.274164,-0.060898,0.830042,0.398099,1.285475,-0.071403,0.890214,0.332631,1.283857,-0.105259,0.921084,0.328337,1.272878,-0.014370,0.809593,0.284973,1.273803,-0.061511,0.398414,1.285341,-0.071664,0.332762,1.284110,-0.105116,0.328676,1.273091,-0.013649,-0.171079,1.117720,-1.395046,,,,,,,,,,,,,,,,,,,,,,,,
312,5.200000,0.035138,-0.906612,-0.087949,-0.411199,0.331076,1.279063,-0.070023,0.000886,0.280737,1.274055,-0.066815,0.799556,0.392739,1.285569,-0.079821,0.876583,0.326519,1.284014,-0.112185,0.936423,0.324310,1.272615,-0.021273,0.816974,0.279764,1.273532,-0.067542,0.393213,1.285355,-0.080060,0.326535,1.284372,-0.112059,0.324736,1.272946,-0.020449,-0.171104,1.117732,-1.395079,,,,,,,,,,,,,,,,,,,,,,,,
313,5.216667,0.033201,-0.911472,-0.088333,-0.400392,0.326072,1.278867,-0.076909,0.000754,0.275816,1.273938,-0.072499,0.839897,0.387492,1.285279,-0.088177,0.875580,0.320514,1.283855,-0.118946,0.943372,0.320465,1.272397,-0.028015,0.855203,0.275026,1.273568,-0.073061,0.388024,1.285118,-0.088340,0.320410,1.284120,-0.118839,0.320811,1.272633,-0.027414,-0.171569,1.118036,-1.395169,,,,,,,,,,,,,,,,,,,,,,,,
314,5.233333,0.034718,-0.916474,-0.088402,-0.388659,0.320911,1.278569,-0.084091,0.000779,0.270805,1.273425,-0.078406,0.838211,0.381999,1.285228,-0.096916,0.902509,0.314277,1.283413,-0.125989,0.922140,0.316564,1.272210,-0.035055,0.835455,0.270229,1.273032,-0.079202,0.382368,1.285025,-0.097071,0.314045,1.283721,-0.125848,0.317000,1.272485,-0.034244,-0.171107,1.117774,-1.395081,,,,,,,,,,,,,,,,,,,,,,,,
315,5.250000,0.034505,-0.921058,-0.089997,-0.377308,0.315548,1.278083,-0.091126,0.000860,0.265609,1.272802,-0.084222,0.817176,0.376286,1.284916,-0.105434,0.879463,0.307876,1.282971,-0.132840,0.929301,0.312420,1.271641,-0.042007,0.820013,0.264762,1.272358,-0.085000,0.376758,1.284709,-0.105599,0.307690,1.283288,-0.132711,0.312969,1.271946,-0.041201,-0.171501,1.117991,-1.395137,,,,,,,,,,,,,,,,,,,,,,,,
316,5.266667,0.034090,-0.926279,-0.089157,-0.364550,0.309901,1.277775,-0.098234,0.001012,0.260174,1.272491,-0.089945,0.806507,0.370219,1.284594,-0.114225,0.897152,0.301084,1.282532,-0.139737,0.908239,0.308127,1.271482,-0.049028,0.793603,0.259118,1.271996,-0.090703,0.370694,1.284375,-0.114331,0.300899,1.282885,-0.139778,0.308870,1.271812,-0.048106,-0.171520,1.117985,-1.395145,,,,,,,,,,,,,,,,,,,,,,,,
317,5.283333,0.032205,-0.930784,-0.089709,-0.352926,0.304323,1.277557,-0.105145,0.000930,0.254814,1.272331,-0.095610,0.795869,0.364229,1.284310,-0.122645,0.878023,0.294470,1.282359,-0.146409,0.766557,0.303781,1.271226,-0.055915,0.714549,0.254004,1.272066,-0.096396,0.364645,1.284187,-0.122766,0.294198,1.282565,-0.146380,0.304451,1.271399,-0.055016,-0.171557,1.118051,-1.395164,,,,,,,,,,,,,,,,,,,,,,,,
318,5.300000,0.031327,-0.934985,-0.090746,-0.341449,0.298241,1.277175,-0.112264,0.000867,0.248985,1.271895,-0.101522,0.793337,0.357693,1.284000,-0.131223,0.884754,0.287373,1.282012,-0.153268,0.904719,0.298913,1.270792,-0.063043,0.777794,0.248242,1.271497,-0.102196,0.358036,1.283789,-0.131322,0.287114,1.282342,-0.153355,0.299597,1.271070,-0.062134,-0.171535,1.118045,-1.395149,,,,,,,,,,,,,,,,,,,,,,,,
319,5.316667,0.026552,-0.940523,-0.088419,-0.326946,0.292533,1.277291,-0.119065,0.000470,0.243600,1.272450,-0.106755,0.956997,0.351409,1.283569,-0.139914,0.952147,0.280413,1.282100,-0.159720,0.925317,0.294709,1.271045,-0.069870,0.863002,0.243617,1.272489,-0.107014,0.351403,1.283587,-0.140034,0.280275,1.282134,-0.160075,0.294847,1.270946,-0.069070,-0.171531,1.118018,-1.395141,,,,,,,,,,,,,,,,,,,,,,,,
320,5.333333,0.024210,-0.943982,-0.088483,-0.316989,0.286235,1.277175,-0.126042,0.000661,0.237563,1.272463,-0.112690,0.929831,0.344669,1.283301,-0.148145,0.905825,0.273261,1.282039,-0.166427,0.889797,0.289446,1.270896,-0.076908,0.849029,0.237483,1.272593,-0.112996,0.344948,1.283396,-0.148254,0.272884,1.281970,-0.166739,0.289632,1.270726,-0.076130,-0.171562,1.118044,-1.395160,,,,,,,,,,,,,,,,,,,,,,,,
321,5.350000,0.023912,-0.948283,-0.087076,-0.304311,0.279915,1.277294,-0.132766,0.000470,0.231619,1.272609,-0.118104,0.951455,0.337735,1.283366,-0.156441,0.932065,0.265866,1.281996,-0.172809,0.924532,0.284438,1.271206,-0.083711,0.889476,0.231523,1.272744,-0.118191,0.337907,1.283482,-0.156568,0.265718,1.281907,-0.173129,0.284514,1.271033,-0.083153,-0.171523,1.118008,-1.395130,,,,,,,,,,,,,,,,,,,,,,,,
322,5.366667,0.022106,-0.951542,-0.087617,-0.293944,0.273392,1.277351,-0.139371,0.000491,0.225423,1.272719,-0.123655,0.960513,0.330687,1.283365,-0.164305,0.926831,0.258474,1.282117,-0.179090,0.903774,0.278984,1.271204,-0.090433,0.892560,0.225416,1.272796,-0.123739,0.330916,1.283425,-0.164314,0.258129,1.282091,-0.179515,0.279103,1.271085,-0.089903,-0.171087,1.117724,-1.395053,,,,,,,,,,,,,,,,,,,,,,,,
323,5.383333,0.020724,-0.954725,-0.089658,-0.282901,0.266681,1.277550,-0.146020,0.000560,0.219092,1.272841,-0.129212,0.944459,0.323380,1.283679,-0.172255,0.920028,0.250843,1.282454,-0.185364,0.877726,0.273410,1.271227,-0.097248,0.865444,0.219048,1.272964,-0.129269,0.323640,1.283777,-0.172275,0.250479,1.282387,-0.185843,0.273555,1.271060,-0.096681,-0.171561,1.118057,-1.395162,,,,,,,,,,,,,,,,,,,,,,,,
324,5.400000,0.021836,-0.958125,-0.089896,-0.270995,0.259674,1.278015,-0.152738,0.000332,0.212531,1.273127,-0.134765,0.928467,0.315687,1.284349,-0.180360,0.914432,0.242858,1.282800,-0.191689,0.893795,0.267621,1.271785,-0.104138,0.864361,0.212516,1.273115,-0.134688,0.315996,1.284352,-0.180288,0.242570,1.282809,-0.191840,,,,-0.171580,1.118075,-1.395161,,,,,,,,,,,,,,,,,,,,,,,,
325,5.416667,0.018298,-0.961758,-0.094744,-0.256342,0.252853,1.278006,-0.159049,0.000720,0.206279,1.273011,-0.139677,0.915669,0.307998,1.284528,-0.188325,0.900037,0.234851,1.283203,-0.197413,0.883196,0.262286,1.271281,-0.110782,0.836064,0.206174,1.273155,-0.139780,0.308218,1.284636,-0.188361,0.234423,1.283143,-0.198025,0.262604,1.271064,-0.109996,-0.171514,1.117993,-1.395115,,,,,,,,,,,,,,,,,,,,,,,,
326,5.433333,0.017889,-0.965059,-0.096278,-0.243048,0.245848,1.278214,-0.165780,0.000783,0.199834,1.273068,-0.145150,0.931810,0.300154,1.284930,-0.196542,0.928033,0.226789,1.283445,-0.203625,0.876699,0.256615,1.271415,-0.117804,0.879976,,,,0.300247,1.284949,-0.196645,0.226558,1.283522,-0.204181,0.256751,1.271316,-0.117119,-0.171503,1.118017,-1.395129,,,,,,,,,,,,,,,,,,,,,,,,
327,5.450000,0.017141,-0.968086,-0.095996,-0.230871,0.238773,1.278412,-0.172331,0.000599,0.193294,1.273261,-0.150546,0.926935,0.292285,1.285125,-0.204455,0.912182,0.218766,1.283585,-0.209692,0.894434,0.250746,1.271678,-0.124632,0.880571,0.193097,1.273474,-0.150525,0.292557,1.285301,-0.204530,0.218457,1.283424,-0.210117,0.250986,1.271436,-0.124144,-0.171556,1.118047,-1.395146,,,,,,,,,,,,,,,,,,,,,,,,
328,5.466667,0.015906,-0.971658,-0.096133,-0.215372,0.231654,1.278671,-0.178879,0.000587,0.186896,1.273504,-0.155652,0.914792,0.284111,1.285399,-0.212695,0.930981,0.210463,1.283819,-0.215585,0.894516,0.245145,1.271961,-0.131583,0.881683,0.186645,1.273473,-0.155611,0.284285,1.285405,-0.212764,0.210235,1.283897,-0.216032,0.245453,1.271910,-0.131099,-0.171548,1.118072,-1.395144,,,,,,,,,,,,,,,,,,,,,,,,
329,5.483333,0.018450,-0.974834,-0.093571,-0.201502,0.224476,1.278883,-0.185180,0.000305,0.180414,1.273602,-0.160683,0.920192,0.275931,1.285698,-0.220486,0.957974,0.202243,1.283633,-0.221318,0.976516,0.239317,1.272600,-0.138231,0.948840,0.179846,1.273664,-0.160686,0.275950,1.285764,-0.220579,0.202464,1.283551,-0.221198,0.239622,1.272557,-0.138258,-0.171536,1.118065,-1.395146,,,,,,,,,,,,,,,,,,,,,,,,
330,5.500000,0.015265,-0.976982,-0.098726,-0.188483,0.217051,1.279072,-0.191198,0.000851,0.173657,1.273606,-0.165576,0.886308,0.267545,1.286172,-0.227811,0.904946,0.193858,1.284235,-0.226671,0.858037,0.233143,1.272273,-0.144736,0.802520,0.173344,1.273615,-0.165590,0.267666,1.286220,-0.228030,0.193603,1.284309,-0.227274,0.233625,1.272130,-0.143829,-0.171563,1.118079,-1.395143,,,,,,,,,,,,,,,,,,,,,,,,
331,5.516667,0.015655,-0.979704,-0.098129,-0.174086,0.209750,1.279437,-0.196936,0.000784,0.167138,1.273890,-0.170051,0.892444,0.259136,1.286616,-0.235016,0.935206,0.185519,1.284442,-0.231731,0.921272,0.227208,1.272800,-0.150946,0.888105,0.166835,1.273811,-0.170000,0.259294,1.286623,-0.235294,0.185314,1.284573,-0.232235,0.227578,1.272738,-0.150168,-0.171546,1.118077,-1.395141,,,,,,,,,,,,,,,,,,,,,,,,
332,5.533333,0.014145,-0.981805,-0.099896,-0.160870,0.202392,1.279800,-0.202427,0.000765,0.160521,1.274159,-0.174420,0.892242,0.250731,1.287111,-0.241803,0.917298,0.177231,1.284910,-0.236540,0.881055,0.221086,1.273022,-0.156946,0.818798,0.160137,1.273960,-0.174473,0.250899,1.287031,-0.242087,0.177000,1.285141,-0.236895,0.221563,1.273076,-0.156197,-0.171072,1.117756,-1.395050,,,,,,,,,,,,,,,,,,,,,,,,
333,5.550000,0.017338,-0.984587,-0.097566,-0.144114,0.194958,1.280316,-0.208154,0.000523,0.154088,1.274501,-0.178740,0.894775,0.241902,1.287779,-0.249156,0.926552,0.168639,1.284976,-0.241447,0.888278,0.215205,1.274008,-0.163274,0.816595,0.153544,1.274176,-0.178675,0.242111,1.287595,-0.249086,0.168433,1.285255,-0.241614,0.215734,1.274233,-0.163240,-0.171548,1.118036,-1.395145,,,,,,,,,,,,,,,,,,,,,,,,
334,5.566667,0.017676,-0.986478,-0.098134,-0.130069,0.187491,1.280441,-0.213306,0.000486,0.147485,1.274479,-0.182754,0.899596,0.233236,1.288073,-0.255611,0.928039,0.160228,1.285012,-0.245843,0.941338,0.209014,1.274199,-0.169014,0.918298,0.146962,1.274043,-0.182678,0.233509,1.287815,-0.255548,0.160020,1.285370,-0.245898,0.209464,1.274519,-0.169095,-0.171598,1.118117,-1.395177,,,,,,,,,,,,,,,,,,,,,,,,
335,5.583333,0.015513,-0.987966,-0.101922,-0.115306,0.180119,1.280268,-0.218155,0.000736,0.141047,1.274099,-0.186457,0.879150,0.224575,1.288191,-0.261760,0.898021,0.151893,1.285083,-0.249824,0.911104,0.202961,1.273699,-0.174577,0.837501,0.140449,1.273810,-0.186561,0.224804,1.288057,-0.262061,0.151653,1.285345,-0.249922,0.203605,1.273862,-0.174040,-0.171540,1.118056,-1.395139,,,,,,,,,,,,,,,,,,,,,,,,
336,5.600000,0.013905,-0.989465,-0.102697,-0.101093,0.172676,1.280153,-0.222918,0.000821,0.134532,1.273952,-0.190117,0.867627,0.215860,1.288120,-0.267776,0.907576,0.143551,1.285008,-0.253757,0.891286,0.196762,1.273530,-0.180023,0.804624,0.133925,1.273678,-0.190215,0.215971,1.287994,-0.268040,0.143294,1.285283,-0.254005,0.197576,1.273664,-0.179344,-0.171507,1.117986,-1.395122,,,,,,,,,,,,,,,,,,,,,,,,
337,5.616667,0.013782,-0.991005,-0.102395,-0.085051,0.165200,1.279869,-0.227889,0.000874,0.128145,1.273602,-0.193873,0.858606,0.206899,1.287900,-0.274118,0.890998,0.135086,1.284596,-0.257783,0.892852,0.190668,1.273376,-0.185780,0.794346,0.127390,1.273257,-0.194123,0.207120,1.287718,-0.274413,0.134727,1.284907,-0.257796,0.191640,1.273604,-0.185164,-0.171535,1.118032,-1.395140,,,,,,,,,,,,,,,,,,,,,,,,
338,5.633333,0.013401,-0.992077,-0.103086,-0.070544,0.157803,1.279324,-0.232557,0.000954,0.121766,1.272945,-0.197485,0.825412,0.198124,1.287488,-0.279971,0.863540,0.126824,1.284005,-0.261561,0.853229,0.184498,1.272857,-0.191211,0.733363,0.121007,1.272530,-0.197607,0.198256,1.287281,-0.280243,0.126469,1.284390,-0.261774,0.185577,1.273116,-0.190518,-0.171551,1.118043,-1.395140,,,,,,,,,,,,,,,,,,,,,,,,
339,5.650000,0.011571,-0.993041,-0.103819,-0.054378,0.150441,1.278708,-0.236937,0.000935,0.115565,1.272298,-0.200716,0.844852,0.189197,1.286916,-0.285631,0.874008,0.118534,1.283427,-0.264910,0.879228,0.178468,1.272191,-0.196490,0.729332,0.114745,1.271756,-0.201023,0.189241,1.286626,-0.286046,0.118317,1.283895,-0.264897,0.179590,1.272587,-0.195674,-0.171539,1.118012,-1.395136,,,,,,,,,,,,,,,,,,,,,,,,
340,5.666667,0.009183,-0.993981,-0.102007,-0.038892,0.143127,1.278075,-0.241242,0.000852,0.109391,1.271868,-0.203922,0.732477,0.180353,1.286024,-0.291158,0.922246,0.110367,1.282743,-0.268221,0.799266,0.172395,1.271663,-0.201668,0.695206,0.108461,1.271448,-0.204209,0.180447,1.285799,-0.291397,0.110127,1.283095,-0.268120,0.173543,1.271966,-0.201203,-0.171562,1.118072,-1.395172,,,,,,,,,,,,,,,,,,,,,,,,
341,5.683333,0.008365,-0.994354,-0.103115,-0.023626,0.135989,1.277086,-0.245288,0.000974,0.103420,1.270755,-0.206967,0.850115,0.171660,1.285189,-0.296303,0.932190,0.102413,1.281753,-0.271245,0.897685,0.166464,1.270647,-0.206639,0.773418,0.102563,1.270239,-0.207144,0.171648,1.284922,-0.296661,0.102166,1.282207,-0.271351,0.167746,1.271013,-0.205878,-0.171544,1.118016,-1.395135,,,,,,,,,,,,,,,,,,,,,,,,
342,5.700000,0.006725,-0.994892,-0.100363,-0.008434,0.128878,1.276243,-0.249416,0.000882,0.097492,1.270145,-0.210082,0.835217,0.162976,1.284040,-0.301542,0.911993,0.094526,1.280773,-0.274362,0.907748,0.160517,1.270016,-0.211679,0.776731,0.096483,1.269794,-0.210206,0.163031,1.283867,-0.301797,0.094321,1.281063,-0.274342,0.161777,1.270258,-0.211269,-0.171495,1.117974,-1.395120,,,,,,,,,,,,,,,,,,,,,,,,
343,5.716667,0.005645,-0.995027,-0.099191,0.007135,0.121719,1.275522,-0.253234,0.000898,0.091581,1.269495,-0.212925,0.820145,0.154168,1.283216,-0.306417,0.910231,0.086602,1.279956,-0.277108,0.889345,0.154526,1.269421,-0.216485,0.801998,0.090594,1.269032,-0.212810,0.154360,1.282992,-0.306586,0.086265,1.280333,-0.277184,0.155691,1.269732,-0.216325,-0.171101,1.117745,-1.395072,,,,,,,,,,,,,,,,,,,,,,,,
344,5.733333,0.004782,-0.994931,-0.097820,0.022825,0.114891,1.274691,-0.256823,0.000770,0.086041,1.268741,-0.215571,0.850043,0.145644,1.282274,-0.311019,0.928406,0.079035,1.279007,-0.279596,0.914499,0.148843,1.268741,-0.221104,0.810782,0.085095,1.268379,-0.215580,0.145761,1.282080,-0.311153,0.078758,1.279307,-0.279573,0.150013,1.269004,-0.220968,-0.171587,1.118027,-1.395157,,,,,,,,,,,,,,,,,,,,,,,,
345,5.750000,0.001451,-0.994451,-0.097746,0.038881,0.108127,1.273966,-0.260032,0.000697,0.080618,1.268129,-0.217858,0.844112,0.137122,1.281426,-0.315206,0.942398,0.071562,1.278400,-0.281625,0.924518,0.143205,1.267910,-0.225438,0.840188,0.079600,1.267757,-0.217875,0.137260,1.281222,-0.315294,0.071378,1.278692,-0.281475,0.144275,1.268190,-0.225486,-0.171557,1.118040,-1.395157,,,,,,,,,,,,,,,,,,,,,,,,
346,5.766667,-0.000005,-0.993682,-0.097846,0.054982,0.101570,1.273235,-0.263108,0.000825,0.075442,1.267383,-0.220068,0.860050,0.128763,1.280712,-0.319190,0.960089,0.064325,1.277664,-0.283505,0.921886,0.137751,1.267181,-0.229668,0.817614,0.074604,1.267172,-0.220255,0.128893,1.280578,-0.319340,0.063937,1.277871,-0.283325,0.138910,1.267331,-0.229497,-0.171097,1.117943,-1.395126,,,,,,,,,,,,,,,,,,,,,,,,
347,5.783333,-0.001476,-0.992545,-0.098083,0.072329,0.095165,1.272617,-0.266103,0.000697,0.070556,1.266730,-0.222181,0.855759,0.120381,1.280135,-0.323096,0.930848,0.057229,1.277039,-0.285187,0.891032,0.132493,1.266561,-0.233949,0.817026,0.069790,1.266520,-0.222335,0.120579,1.279993,-0.323202,0.056873,1.277236,-0.284918,0.133426,1.266725,-0.233957,-0.171512,1.117954,-1.395119,,,,,,,,,,,,,,,,,,,,,,,,
348,5.800000,-0.003019,-0.991114,-0.098481,0.089365,0.088940,1.272040,-0.268884,0.000728,0.065854,1.266109,-0.224148,0.867541,0.112184,1.279616,-0.326701,0.942153,0.050370,1.276471,-0.286650,0.908875,0.127351,1.265965,-0.238035,0.843458,0.065088,1.265946,-0.224180,0.112306,1.279507,-0.326777,0.049970,1.276641,-0.286556,0.128459,1.266076,-0.238017,-0.171549,1.118050,-1.395144,,,,,,,,,,,,,,,,,,,,,,,,
349,5.816667,-0.004198,-0.989636,-0.096855,0.105940,0.082749,1.271599,-0.271495,0.000529,0.061176,1.265778,-0.225996,0.897996,0.104042,1.279024,-0.330079,0.959674,0.043603,1.275931,-0.287978,0.917775,0.122175,1.265663,-0.241927,0.883949,0.060562,1.265738,-0.226061,0.104179,1.278977,-0.330102,0.043320,1.275984,-0.287798,0.122944,1.265701,-0.242022,-0.171128,1.117971,-1.395133,,,,,,,,,,,,,,,,,,,,,,,,
350,5.833333,-0.006340,-0.987604,-0.096919,0.123312,0.076710,1.271374,-0.273853,0.000525,0.056748,1.265562,-0.227624,0.907455,0.095933,1.278793,-0.333149,0.953598,0.037012,1.275745,-0.288946,0.924276,0.117148,1.265395,-0.245693,0.876770,0.056201,1.265563,-0.227653,0.096000,1.278783,-0.333231,0.036768,1.275766,-0.288830,0.117900,1.265383,-0.245697,-0.171535,1.118028,-1.395139,,,,,,,,,,,,,,,,,,,,,,,,
351,5.850000,-0.006627,-0.985561,-0.097007,0.138620,0.070656,1.271259,-0.275869,0.000562,0.052141,1.265370,-0.229052,0.884899,0.088027,1.278763,-0.335723,0.930832,0.030502,1.275546,-0.289730,0.923625,0.111956,1.265357,-0.248972,0.898638,0.051673,1.265172,-0.228708,0.088208,1.278678,-0.335914,0.030244,1.275709,-0.289741,0.112494,1.265472,-0.249102,-0.171534,1.118048,-1.395156,,,,,,,,,,,,,,,,,,,,,,,,
352,5.866667,-0.007681,-0.982645,-0.100076,0.155996,0.064698,1.271096,-0.277895,0.000606,0.047844,1.264890,-0.230494,0.874793,0.079948,1.279000,-0.338274,0.921943,0.024079,1.275452,-0.290305,0.926968,0.106921,1.265039,-0.252509,0.885831,0.047118,1.264478,-0.230395,0.080096,1.278773,-0.338573,0.023990,1.275779,-0.289991,0.107578,1.265342,-0.252624,-0.171099,1.117949,-1.395107,,,,,,,,,,,,,,,,,,,,,,,,
353,5.883333,-0.008348,-0.979768,-0.098317,0.174126,0.058946,1.271028,-0.279569,0.000679,0.043860,1.264911,-0.231564,0.905095,0.071948,1.278801,-0.340487,0.933145,0.017887,1.275236,-0.290492,0.934096,0.102088,1.265161,-0.255732,0.910725,0.043291,1.264567,-0.231270,0.072122,1.278627,-0.340817,0.017597,1.275524,-0.290358,0.102790,1.265389,-0.255826,-0.171096,1.117916,-1.395114,,,,,,,,,,,,,,,,,,,,,,,,
